1,50SZ,500 SHAW ZENTRUM,,Mandaluyong,Metro Manila,NCR - METRO MANILA,NC000,386
311,PBXT,PHIL. BXT CORP. TOURISM ECONOMIC ZONE,,Lapu-Lapu City,Cebu,REGION 7 - CENTRAL VISAYAS,07000,215
312,PITT,PHILAMLIFE I.T. BLDG.,"1207 Acacia Avenue, Madrigal Business Park Barangay Ayala Alabang, Muntinlupa City",Muntinlupa,Metro Manila,NCR - METRO MANILA,NC000,2
313,PHIT,PHILAMLIFE I.T. TOWER,,Makati,Metro Manila,NCR - METRO MANILA,NC000,162
314,PPAE,PHILIPPINE PACKING AGRICULTURAL EXPORT PROCESSING ZONE,,Cagayan de Oro,Misamis Oriental,REGION 10 - NORTHERN MINDANAO,10000,193
315,PSEC,PHILIPPINE STOCK EXCHANGE CENTER,,,,,,216
316,PHCC,PHILPLANS CORPORATE CENTER,,Taguig,Metro Manila,NCR - METRO MANILA,NC000,377
317,PTTP,PHILTOWN TECHNOLOGY PARK - SEZ,,Tanauan,Batangas,REGION 4 - SOUTHERN TAGALOG,04000,121
318,PIEC,PHIVIDEC INDUSTRIAL ESTATE-ECONOMIC ZONE,,Villanueva,Misamis Oriental,REGION 10 - NORTHERN MINDANAO,10000,277
319,PIHC,PIONEER HOUSE CEBU,,Cebu City,Cebu,REGION 7 - CENTRAL VISAYAS,07000,169
320,PPCS,PLASTIC PROCESSING CENTER - SEZ,"Alion and Cabcaben, Mariveles, Bataan",Mariveles,Bataan,REGION 3 - CENTRAL LUZON,03000,15
321,PNNM,POLAR CENTER EDSA,,Mandaluyong,Metro Manila,NCR - METRO MANILA,NC000,469
322,PDOI,PUEBLO DE ORO I.T. PARK,"Pueblo Business Park, Brgy. Upper Carmen Cagayan de Oro City",Cagayan de Oro,Misamis Oriental,REGION 10 - NORTHERN MINDANAO,10000,4
323,QPB2,Q PLAZA BLDG. II,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,382
324,RPIT,RCBC PLAZA,Ayala Avenue corner Gil Puyat Avenue Makati City,Makati,Metro Manila,NCR - METRO MANILA,NC000,43
325,RVZI,RCBC SAVINGS BANK CORPORATE CENTER,,Makati,Metro Manila,NCR - METRO MANILA,NC000,431
326,RODA,RCBC SAVINGS BANK CORPORATION,Taguig City,,,,,459
327,RCLA,RCBC SAVINGS CORPORATE CENTER,Taguig City,,,,,460
328,REIC,RELIANCE I.T. CENTER,,,,,,351
329,RIBC,ROBINLAND IT/BPO CENTER,,Cebu City,Cebu,REGION 7 - CENTRAL VISAYAS,07000,352
330,RCDO,ROBINSONS CGAYAN DE ORO,,,,,,353
331,ROCD,ROBINSONS CYBERGATE DAVAO,,Davao City,Davao,REGION 11 - SOUTHERN MINDANAO,11000,354
332,ROMB,ROBINSONS METRO BACOLOD,,,,,,394
333,ROPD,ROBINSONS PLACE DASMARINAS,,,,,,355
334,ROPI,ROBINSONS PLACE ILOILO,,,,,,356
335,RAPU,RAPU-RAPU ECOZONE - SEZ,"Brgys. Malobago and Pagcolbon, Municipality of Rapu-Rapu, Albay",Rapu-Rapu,Albay,REGION 5 - BICOL,05000,11
336,RFCI,"RED FLOWER COMPANY, INC IT","Sun Valley Industrial Zone, Paranaque City",,,,,95
337,REPW,REPUBLIC WAKEPARK,,,,,,412
338,RTEZ,RIO TUBA - SEZ,"Brgy. Rio Tuba, Bataraza, Palawan",Bataraza,Palawan,REGION 4 - SOUTHERN TAGALOG,04000,55
339,RCIB,RIVERBANKS CENTER ICT BUILDING 1,"Riverbanks, Marikina City",Marikina,Metro Manila,NCR - METRO MANILA,NC000,129
340,RCI2,RIVERBANKS CENTER ICT BUILDING 2,,Marikina,Metro Manila,NCR - METRO MANILA,NC000,176
341,RVOC,ROBINSON SUMMIT CENTER,,,,,,447
342,ROLU,ROBINSON'S LUISITA,,Tarlac,Tarlac,REGION 3 - CENTRAL LUZON,03000,208
343,RPLI,ROBINSON'S PLACE LIPA,"Lipa, Batangas",Lipa,Batangas,REGION 4 - SOUTHERN TAGALOG,04000,109
344,RPSR,ROBINSON'S PLACE STA. ROSA,,Sta. Rosa,Laguna,REGION 4 - SOUTHERN TAGALOG,04000,145
345,RSMP,ROBINSON'S STARMILL PAMPANGA,,,,,,146
346,RBRS,ROBINSONS BIG R SUPERCENTER CAINTA JUNCTION,"Ortigas Extension, Bgy. Sto. Domingo, Cainta Rizal",Cainta,Rizal,REGION 4 - SOUTHERN TAGALOG,04000,96
347,ROCY,ROBINSONS CYBERPARK,,Mandaluyong,Metro Manila,NCR - METRO MANILA,NC000,122
348,ROBI,ROBINSONS CYBERGATE CEBU,,Cebu City,Cebu,REGION 7 - CENTRAL VISAYAS,07000,278
349,ROCC,ROBINSONS CYBERGATE CENTER,BACOLOD CITY,Bacolod,Negros Occidental,REGION 6 - WESTERN VISAYAS,06000,224
350,RPNO,ROBINSONS PLACE NOVALICHES,"1199 Quirino Highway corner Maligaya Road Barangay Pasong Putik, Novaliches Quezon City",Quezon City,Metro Manila,NCR - METRO MANILA,NC000,101
351,RPOM,ROBINSONS PLACE OTIS(MANILA GAS),,Manila,Metro Manila,NCR - METRO MANILA,NC000,249
352,RETO,ROBINSONS-EQUITABLE TOWER,"ADB Avenue corner Poveda Street, Ortigas Center, Pasig City",Pasig,Metro Manila,NCR - METRO MANILA,NC000,65
353,SLLB,SAN LAZARO LEISURE AND BUSINESS PARK,,,,,,357
354,SAAI,SARANGANI AGRO-INDUSTRIAL ECONOMIC ZONE,,Alabel,Sarangani,REGION 12 - CENTRAL MINDANAO,12000,358
355,SAMI,SARANGANI MARINE INDUSTRIAL PARK,,,,,,359
356,SDCI,SDC IT BUILDING,"PARANAQUE, METRO MANILA",Parañaque,Metro Manila,NCR - METRO MANILA,NC000,127
357,SUFT,SGI TECHNOLOGY CENTER,,Tanjay,Negros Oriental,REGION 7 - CENTRAL VISAYAS,07000,458
358,SLCE,SL CENTER,,,,,,360
359,SLCB,SLC BUILDING,,Makati,Metro Manila,NCR - METRO MANILA,NC000,388
360,SKWI,SM BF-PARAÑAQUE IT CENTER,,Parañaque,Metro Manila,NCR - METRO MANILA,NC000,443
361,SBCB,SM BAGUIO CYBERZONE BUILDING,,Baguio,Benguet,CAR - CORDILLERA ADMINISTRATIVE REGION,CA000,180
362,SCBI,SM CITY BACOLOD IT CENTER,,,,,,424
363,SMCB,SM CITY BACOOR IT BLDG,"Bacoor, Cavite",Bacoor,Cavite,REGION 4 - SOUTHERN TAGALOG,04000,157
364,SFFS,SM CITY CLARK IT PARK,"M. A. Roxas Highway, Malabanias, Angeles City",Angeles,Pampanga,REGION 3 - CENTRAL LUZON,03000,441
365,SMF2,SM CITY FAIRVIEW-ANNEX II,,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,262
366,SCLI,SM CITY LIPA,,Lipa,Batangas,REGION 4 - SOUTHERN TAGALOG,04000,407
367,SMCP,SM CITY PAMPANGA,"San Fernando, Pampanga",San Fernando City,Pampanga,REGION 3 - CENTRAL LUZON,03000,184
368,SNYG,SM CYBER WEST AVENUE,,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,446
369,SMC1,SM CYBERZONE 1,"Blk. 9, SM Central Business Park, Bay City, Pasay City",Pasay,Metro Manila,NCR - METRO MANILA,NC000,99
370,SUTY,SM LANANG PREMIER IT CENTER,"J.P. Laurel Avenue, Barangay San Antonio, Agdao District, Davao City",Davao City,Davao,REGION 11 - SOUTHERN MINDANAO,11000,430
371,SMME,SM MEGAMALL IT CENTER,,Mandaluyong,Metro Manila,NCR - METRO MANILA,NC000,335
372,SMSI,SM MEZZA STRIP I.T. CENTER,,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,361
373,SMM2,SM MAKATI CYBERZONE 2 BUILDING,,Makati,Metro Manila,NCR - METRO MANILA,NC000,217
374,SMMC,SM MAKATI CYBERZONE BUILDING,,Makati,Metro Manila,NCR - METRO MANILA,NC000,192
375,SSCT,SM SEASIDE CITY TOURISM ECONOMIC ZONE,,,,,,350
376,SMIC,SM ICITY,"SM Central Business Park, Bay City, Pasay City",Pasay,Metro Manila,NCR - METRO MANILA,NC000,8
377,SMI2,SM ICITY2,,Pasay,Metro Manila,NCR - METRO MANILA,NC000,172
378,SMCI,SMCI I.T. CENTER,,Iloilo City,Iloilo,REGION 6 - WESTERN VISAYAS,06000,181
379,SMDI,SMDM IT CENTER,,,,,,423
380,SMIT,SMLC I.T. CENTER,,,,,,362
381,SMMS,SMMS IT CENTER,,Antipolo,Rizal,REGION 4 - SOUTHERN TAGALOG,04000,400
382,SMNE,SMNE IT CENTER,,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,219
383,SPMI,SMPIC SPECIAL ECONOMIC ZONE,Paciano Calamba Laguna,Calamba,Laguna,REGION 4 - SOUTHERN TAGALOG,04000,242
384,SFCP,SOUTH FORBES CYBER PARK,,,,,,363
385,SPFP,SPRING FOREST PRIVADO,,,,,,364
386,SAVE,SRC ALLAH VALEY ECONOMIC DEVELOPMENT ZONE,SOUTH COTABATO,Surallah,South Cotabato,REGION 12 - CENTRAL MINDANAO,12000,226
387,SCED,SRC CALUMPANG ECONOMIC DEVELOPMENT ZONE,,Gen. Santos,South Cotabato,REGION 12 - CENTRAL MINDANAO,12000,123
388,STES,STARMALL EDSA-SHAW,,,,,,365
389,SUIC,SUNNYMEDE IT CENTER,,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,384
390,SFCM,SAINT FRANCES CABRINI MEDICAL TOURISM PARK,,Sto. Tomas,Batangas,REGION 4 - SOUTHERN TAGALOG,04000,164
391,SAIE,SAMAR AGRO-INDUSTRIAL ECONOMIC ZONE,,Calbayog City,Western Samar,REGION 8 - EASTERN VISAYAS,08000,266
392,SACE,SAN CARLOS ECOZONE,,San Carlos City,Negros Occidental,REGION 6 - WESTERN VISAYAS,06000,236
393,SYPU,SAN CARLOS ECOZONE II,,San Carlos City,Negros Occidental,REGION 6 - WESTERN VISAYAS,06000,442
394,SLTB,SAN LAZARO TOURISM AND BUSINESS PARK,,Manila,Metro Manila,NCR - METRO MANILA,NC000,205
395,SITB,SANCTUARY IT BUILDING,"URDANETA CITY, PANGASINAN",Urdaneta,Pangasinan,REGION 1 - ILOCOS REGION,01000,225
396,SEDZ,SARANGANI ECONOMIC DEVELOPMENT ZONE - SEZ,"Cannery, Polomolok, South Cotabato",Polomolok,South Cotabato,REGION 12 - CENTRAL MINDANAO,12000,56
397,SILC,SILVER CITY,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,234
398,SAVD,SILVER CITY 2 & 3,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,457
399,SOL1,SOLARIS ONE,,Makati,Metro Manila,NCR - METRO MANILA,NC000,248
400,SORP,SOUTH RECLAMATION PROPERTIES,,,,,,379
401,STYE,SPARK PLACE,,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,450
402,SFIC,ST. FRANCIS IT CENTRE,,Bacolod,Negros Occidental,REGION 6 - WESTERN VISAYAS,06000,425
403,SLMC,ST. LUKE'S MEDICAL CENTER BONIFACIO GLOBAL CITY,,Taguig,Metro Manila,NCR - METRO MANILA,NC000,158
404,SMIP,STA. MARIA INDUSTRIAL PARK,STA. MARIA BULACAN,Sta. Maria,Bulacan,REGION 3 - CENTRAL LUZON,03000,227
405,SRCI,STA. ROSA COMMERCIAL I.T. PARK,"Bo. San Jose, Sta. Rosa, Laguna",Sta. Rosa,Laguna,REGION 4 - SOUTHERN TAGALOG,04000,94
406,SSSZ,SUBIC SHIPYARD - SEZ,"Cabaangan Point, Cawag Subic, ",Subic,Zambales,REGION 3 - CENTRAL LUZON,03000,48
407,SOOT,SUMMIT ONE OFFICE TOWER,"Shaw Boulevard, Mandaluyong",Mandaluyong,Metro Manila,NCR - METRO MANILA,NC000,51
408,SUNP,SUN PLAZA,,Mandaluyong,Metro Manila,NCR - METRO MANILA,NC000,209
409,SFIB,SUNTRUST ECOTOWN TANZA,,Tanza,Cavite,REGION 4 - SOUTHERN TAGALOG,04000,428
410,SUPI,SUPIMA E-CIRCLE,,Meycauayan,Bulacan,REGION 3 - CENTRAL LUZON,03000,194
411,SITC,SYNERGIS I.T. CENTER,Cebu City,Cebu City,Cebu,REGION 7 - CENTRAL VISAYAS,07000,199
412,TECO,TECO - SEZ,"Barangays Bundagul and Paralayunan, Mabalacat, Pampanga",Mabalacat,Pampanga,REGION 3 - CENTRAL LUZON,03000,57
413,TGIP,THE GRAND IT PARK,,,,,,366
414,TLIT,THE LAKESHORE INFORMATION TECHNOLOGY COMPLEX,,,,,,367
415,THPT,THE PEAK TOWER,,,,,,368
416,TIMP,TIMES PLAZA,,,,,,369
417,TWOS,TWO SANPARQ,,Bacolod,Negros Occidental,REGION 6 - WESTERN VISAYAS,06000,376
418,TAEZ,TABANGAO - SEZ,"San Vicente, Batangas",Tabangao,Batangas,REGION 4 - SOUTHERN TAGALOG,04000,60
419,TITP,TAFT INFORMATION TECHNOLOGY PARK,"Poblacion and Subangdaku, Mandaue City",,,,,106
420,TSEZ,TAGANITO SPECIAL ECONOMIC ZONE,,Claver,Surigao del Norte,REGION 13 - CARAGA,13000,238
421,TPIP,TARLAC PROVINCIAL INFORMATION TECHNOLOGY PARK II,,Tarlac,Tarlac,REGION 3 - CENTRAL LUZON,03000,188
422,TASC,THE ANNEX-SM CITY DAVAO IT CENTER,,Davao City,Davao,REGION 11 - SOUTHERN MINDANAO,11000,402
423,TBIT,THE BLOCK INFORMATION TECHNOLOGY PARK,,Bacolod,Negros Occidental,REGION 6 - WESTERN VISAYAS,06000,110
424,THDC,THE DISCOVERY CENTRE,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,174
425,THEC,THE ENTERPRISE CENTER,6766 Ayala Avenue corner Paseo de Roxas Makati City,Makati,Metro Manila,NCR - METRO MANILA,NC000,10
426,THMN,THE MACTAN NEWTOWN,,Lapu-Lapu City,Cebu,REGION 7 - CENTRAL VISAYAS,07000,401
427,PACC,THE PARAGON CORPORATE CENTRE,"Muntinlupa, Metro Manila",Muntinlupa,Metro Manila,NCR - METRO MANILA,NC000,200
428,TPAC,THE PASEO CENTER,"Makati, Metro Manila",Makati,Metro Manila,NCR - METRO MANILA,NC000,206
429,ROBC,THE ROCKWELL BUSINESS CENTER,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,243
430,TAIE,TIGERLAND AGRO-INDUSTRIAL ECONOMIC ZONE,,,,,,218
431,TCC1,TOTAL CORPORATE CENTER I,,,,,,190
432,TSRS,TOYOTA STA. ROSA - SEZ,"Pulong Sta. Cruz, Sta. Rosa, Laguna",Sta. Rosa,Laguna,REGION 4 - SOUTHERN TAGALOG,04000,35
433,TRAF,TRAFALGAR PLAZA,,Makati,Metro Manila,NCR - METRO MANILA,NC000,191
434,TRCE,TRANSCOM CENTER,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,189
435,TRCB,TRANSCOM CENTER BACOLOD,,Bacolod,Negros Occidental,REGION 6 - WESTERN VISAYAS,06000,230
436,TMTT,TWENTY-FOUR SEVEN MCKINLEY,,Taguig,Metro Manila,NCR - METRO MANILA,NC000,461
437,UPTN,UP SCIENCE AND TECHNOLOGY PARK (NORTH),,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,144
438,USTP,UP SCIENCE AND TECHNOLOGY PARK (SOUTH),"CP Garcia Road, Q.C.",Quezon City,Metro Manila,NCR - METRO MANILA,NC000,102
439,UNZL,UNDETERMINED ZONE LOCATION,Undetermined Zone Location,,,,,124
440,UNBP,UNIONBANK PLAZA,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,117
441,UQCU,UNITED POWDERCOATING SERVICES INC.,Cavite Economic Zone,,,,,429
442,VTTO,V TECH TOWER,,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,132
443,VUOO,V-CORPORATE CENTRE,,Makati,Metro Manila,NCR - METRO MANILA,NC000,440
444,VSEZ,VALENCIA SPECIAL ECONOMIC ZONE,Negros,Valencia,Negros Oriental,REGION 7 - CENTRAL VISAYAS,07000,374
445,VELC,VELCO CENTER,,,,,,370
446,VWSZ,VICTORIA WAVE - SEZ,"Malaria, Tala, Caloocan City",Caloocan,Metro Manila,NCR - METRO MANILA,NC000,44
447,VJPO,VILLA ANGELA TECHNO PARK,,Bacolod,Negros Occidental,REGION 6 - WESTERN VISAYAS,06000,436
448,VIDC,VITRO INTERNET DATA CENTER BUILDING,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,186
449,WFIA,W FIFTH AVENUE,,Taguig,Metro Manila,NCR - METRO MANILA,NC000,403
450,WOFF,W OFFICES,,,,,,371
451,WALT,WALTERMART - NORTH EDSA,,Quezon City,Metro Manila,NCR - METRO MANILA,NC000,263
452,WCIP,WEST CEBU INDUSTRIAL PARK - SEZ,"Arpili & Buanoy, Balamban, Cebu",Balamban,Cebu,REGION 7 - CENTRAL VISAYAS,07000,27
453,WS12,WEST STAR,,,,,,166
454,WWCC,WORLDWIDE CORPORATE CENTER,,Mandaluyong,Metro Manila,NCR - METRO MANILA,NC000,173
455,WYCP,WYNSUM CORPORATE PLAZA,,Pasig,Metro Manila,NCR - METRO MANILA,NC000,133
456,YTMI,YTMI REALTY - SEZ,"Barangay Makiling, Calamba, Laguna",Calamba,Laguna,REGION 4 - SOUTHERN TAGALOG,04000,53
457,ZEIP,ZAMBALES ECOZONE INDUSTRIAL PARK,,,,,,372
458,ZUEB,ZUELLIG BUILDING,,Makati,Metro Manila,NCR - METRO MANILA,NC000,373
459,CJLO,CENTRAL TECHNOPARK,,,,,,466
460,DADC,DADC ECONOMIC ZONE,,Sta. Cruz,Davao del Sur,REGION 11 - SOUTHERN MINDANAO,11000,251
461,ENTB,ENTEC BUILDING,,Angeles,Pampanga,REGION 3 - CENTRAL LUZON,03000,411
462,EPVJ,EPLDT VENTUS JUPITER BUILDING,,Makati,Metro Manila,NCR - METRO MANILA,NC000,269
463,EPLD,EPLDT VENTUS LIBERTAD BUILDING,,Mandaluyong,Metro Manila,NCR - METRO MANILA,NC000,253
464,GTEP,GREEN TOURISM ECOZONE - PANGULASIAN,,El Nido,Palawan,REGION 4 - SOUTHERN TAGALOG,04000,250
465,NCTP,NAGA CITY TECHNOLOGY PARK,,Naga City,Camarines Sur,REGION 5 - BICOL,05000,404
